Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude,Estado
15,Ponto Digital Salvador-BA - Assistência Técnica Celulares,,ChIJrxhA5mYFFgcR5Rzrbhy4kKQ,"Av vale do tororo, 48 centro - Estação Nova Lapa - Loja 35 - Tororo, Salvador - BA, 40050-290",N/A,N/A,+55 71 2137-6266,4.1,41,-12.983323799999999,-38.5105424,bahia
16,Casa do Smartphone,,ChIJh_0yqEwbFgcRX0jbMgKJUCc,"Rua Waldemar Falção 146 Florestal Shopping Loja 20 Candeal - Brotas, Salvador - BA, 40296-700",N/A,N/A,+55 71 3022-2024,3,3,-12.992206999999999,-38.484652,bahia
17,Nivaldo Joias e Celular,,ChIJdQPDK0YFFgcRx8tdKn3jyvc,"Av. Sete de Setembro, 400 - 1ª Sobre Loja, 165 - Dois de Julho, Salvador - BA, 40060-001",N/A,N/A,+55 71 98929-0639,5,2,-12.9810384,-38.514836599999995,bahia
18,Casa do Celular - Shopping da Bahia,http://www.casadocelular.com.br/,ChIJqTNrsiobFgcR7vO2lCxylaI,"Av. Tancredo Neves, 148 - Caminho das Árvores, Salvador - BA, 41820-908",N/A,N/A,+55 71 99162-7510,2.5,18,-12.9817061,-38.4646255,bahia
19,Charme,,ChIJmUMcLeQEFgcRUO1bD3meE4I,"Av. Estados Unidos, 1 - Comercio, Salvador - BA, 40015-030",N/A,N/A,,1.4,10,-12.967207199999999,-38.5092887,bahia
20,Bahia Mobile - Assistência Técnica de Celulares,https://www.bahiamobile.com.br/,ChIJyQ_93A8FFgcREaOJmHYeacs,"Rua dos Bandeirantes 100 Loja 08 Matatu de - Brotas, Salvador - BA, 40260-000",N/A,N/A,+55 71 99158-9387,4.8,46,-12.9724206,-38.493749,bahia
3,"RH Phone - Assistência Técnica e Conserto de Celular | iPhone, Samsung | Salvador",,ChIJI-WS5ZEbFgcRkxrUkkhEkfk,"R. Minas Gerais, 544 - Loja 10 - Pituba, Salvador - BA, 41830-020",N/A,N/A,+55 71 98355-2665,5,116,-13.0074594,-38.4609227,bahia
4,Profix mobile - Assistência técnica de celular,,ChIJQWe0ttAbFgcRF1qehERGEYc,"Parque Júlio César - Al. Benevento, N•269 - Loja 110 - Pituba, Salvador - BA, 41830-595",N/A,N/A,+55 71 99410-7355,5,17,-13.0009154,-38.4621132,bahia
5,Atacadão do Celular,,ChIJ32GQbRQRFgcRzJ9rwU_tq3w,"R. São Marcos, 20 - São Marcos, Salvador - BA, 41253-200",N/A,N/A,+55 71 2132-6885,3.9,9,-12.925341699999999,-38.439306599999995,bahia
6,Meu Case - Assistência Técnica Celular & Acessórios,https://l.instagram.com/?u=https%3A%2F%2Fsites.google.com%2Fview%2Fmeucasebr%2Fin%25C3%25ADcio&e=AT1Cl6k87ryO1_NGrMuYzdrUDBHCOuj3GJNU023uzmST0EQP2jMZYlwZa7edYVrNMbnTnKo9XZ6fEl_YAA05LP3nWr1mBOoRZONYfA,ChIJv731LLEbFgcRxMmRHwEWyoc,"PARQUE CENTER - Av. Antônio Carlos Magalhães, 1034 - Loja 27C - Pituba, Salvador - BA, 41825-906",N/A,N/A,+55 71 3035-0735,4.4,34,-12.995461299999999,-38.4674628,bahia
7,KAIZEN CELULAR,,ChIJ88SkESERFgcRTo5N-NWsabw,"R. Juscelino Kubitscheck - Cajazeiras 11, Salvador - BA, 41347-290",N/A,N/A,+55 71 99629-2035,5,28,-12.8824034,-38.4073594,bahia
8,Jes Celulares,,ChIJW4ZC1E0aFgcRUGkUlwvLTbg,"R. Pedro Batista de Almeida, 115a - Boca do Rio, Salvador - BA, 41710-090",N/A,N/A,+55 71 98610-1035,5,1,-12.9732934,-38.430008,bahia
9,Reparo Avançado | Especialista em Celulares e Tablets,http://reparoavancado.com.br/,ChIJgVT5TlMaFgcRCRdVluo0UlE,"R. Simões Filho, 161 - Boca do Rio, Salvador - BA, 41705-010",N/A,N/A,+55 71 99198-1437,5,44,-12.9812216,-38.434028999999995,bahia
10,Conserta Smart,https://consertasmartsalvadorba.com.br/redirect/,ChIJ23y-ylAbFgcRtNWreQmupTw,"CEMPRE - Centro Empresarial Previnor - Av. Tancredo Neves, 3343 - Caminho das Árvores, Salvador - BA, 41820-020",N/A,N/A,+55 71 99914-4412,4.8,80,-12.9802448,-38.4506021,bahia
13,JM CELULARES,,ChIJgZ6aRwsFFgcRAkJGKr64RtM,"R. Luiz Régis Pacheco, 222 - Uruguai, Salvador - BA, 40451-360",N/A,N/A,+55 71 99349-5582,3.7,3,-12.9347094,-38.492948299999995,bahia
16,JS Celular,,ChIJeWu1fHoRFgcRfpdwIlkTKAE,"Vila Santa Helena, N: 26 - São João do Cabrito, Salvador - BA, 40490-344",N/A,N/A,+55 71 98827-4718,5,2,-12.9012648,-38.4823235,bahia
17,Marcio artes celular,,ChIJ8Xd9Tt4RFgcRuf4nWUA_oz0,"R. das Bananeiras - Plataforma, Salvador - BA, 40717-470",N/A,N/A,+55 71 98355-8974,5,2,-12.8951607,-38.4832659,bahia
19,MUNDO DO CELULAR PERIPERI,,ChIJdeVketwRFgcRt6lCvN7se58,"R. Frederico Costa, 02 - Periperi, Salvador - BA, 40725-620",N/A,N/A,+55 71 3901-2610,4,4,-12.867048299999999,-38.4767705,bahia
20,"FC Celulares , Capas Acessorios e Servicoes em Geral",,ChIJt9a057EbFgcR-lgGGNRriTE,"Rua direta Tancredo Neves 772 Beiru - Tancredo Neves, Salvador - BA, 41205-000",N/A,N/A,+55 71 98779-9732,5,1,-12.9451773,-38.4480086,bahia
1,Americanas,https://www.americanas.com.br/lojas-proximas/33014556000196/L130?ordenacao=topSelling&utm_medium=meunegocio&utm_source=google&utm_campaign=marca:acom;midia:meunegocio;formato:00;subformato:00;idcampanha:pacotelocal&epar=mn_00_00_go_pacotelocal,ChIJq6rq9NkaFgcReIH_ahObdio,"Alameda Euvaldo Luz, 92 - Bela Vista, Salvador - BA, 41150-125",N/A,N/A,,4.3,353,-12.969473599999999,-38.4738002,bahia
2,J.R Celular,,ChIJCeGxjMsaFgcR4w7H9KEMgJY,"R. Conde de Porto Alegre, 243 - Iapi, Salvador - BA, 40330-201",N/A,N/A,+55 71 99212-0794,4.2,6,-12.9543807,-38.4810814,bahia
3,Premium Peças e Acessórios para Celular,http://www.premiumacessorios.com.br/,ChIJH1BAbJi9FQcRUjOQ09K1igU,"Av. Jorge Amado, 5a - Imbuí, Salvador - BA, 41720-040",N/A,N/A,+55 71 99181-2228,4.6,10,-12.973472699999999,-38.4194806,bahia
8,Gringas Imports Ba - Loja de Celular,http://www.gringasimports.com.br/,ChIJ-QIBN2IRFgcRL1q5c4gaAEA,"R. Oito de Novembro, 114 - Pirajá, Salvador - BA, 41290-200",N/A,N/A,+55 71 99949-8939,5,36,-12.9012279,-38.4623162,bahia
10,T - Capas e Acessórios para Celulares,,ChIJi7fi6pgbFgcRbFZFx75uoJ0,"Multishoppig - Boca do Rio, Salvador - BA, 41740-640",N/A,N/A,+55 71 98840-3659,5,1,-12.975124399999999,-38.4199827,bahia
12,LG Celulares,,ChIJNzx3xXUXFgcRnBrG410POwE,"R. Paulo Afonso Baqueiro, 341 - Loja 02 - Itapuã, Salvador - BA, 41611-205",N/A,N/A,+55 71 3491-5591,4,21,-12.936745199999999,-38.360641699999995,bahia
13,Toptech Informática & Celulares,http://www.toptechinfo.com.br/,ChIJb0sP6jYbFgcRqT363kXCN2I,"Temos Estacionamento - Rua Campinas de Brotas, 399, Shopping bosque tropical, Loja 105, 1° andar - Campinas de Brotas, Salvador - BA, 40275-160",N/A,N/A,+55 71 3561-4626,4,10,-12.9853285,-38.478164899999996,bahia
14,Notecell - Assistência Técnica de celular,,ChIJlzNmvtcTFgcRxqrVsbejcEk,"R. 2 de Julho, 534 - Coutos, Salvador - BA, 40750-380",N/A,N/A,+55 71 98787-3155,5,25,-12.854530299999999,-38.465164699999995,bahia
15,Mundo do celular,,ChIJg3QTea4bFgcRN8yyjAmzNwU,"R. 21 de Abril, 9 - Nazaré, Salvador - BA, 40050-390",N/A,N/A,+55 71 3322-7285,,,-12.9459117,-38.4443591,bahia
16,Clínica Do Celular Assistência Técnica,,ChIJSaDXEf8RFgcRMuSotwYYLkE,"R. Albino Fernandes, 45E - Sussuarana, Salvador - BA, 41215-770",N/A,N/A,+55 71 98677-5019,4.6,7,-12.936750199999999,-38.4411006,bahia
17,AF Celular Assistência Técnica,,ChIJ7x8u56obFgcRNdVs9mah_Lk,"Avenida Edgard Santos Centro comercial, 2° andar - Narandiba, Salvador - BA, 41192-005",N/A,N/A,+55 71 99920-0799,4.5,2,-12.9534817,-38.4468502,bahia
18,P&SCELL Assistência técnica de celular,,ChIJbQ0DQrEbFgcRiU4tMdjsh-Q,"R. São Lourenço, 2 - Liberdade, Salvador - BA, 40370-190",N/A,N/A,+55 71 99287-7168,4,4,-12.943766499999999,-38.493758199999995,bahia
19,Casa do Celular - Simões Filho,http://www.casadocelular.com.br/,ChIJFQOBpxxtFgcRzCdH6aOT47k,"Av. Rui Barbosa, 63 - Centro, Simões Filho - BA, 43700-000",N/A,N/A,+55 71 99144-4137,4.4,22,-12.7869158,-38.401556899999996,bahia
20,"Conserta Phone Assistência Smartphone, Celular e Tablet",,ChIJaQp8134XFgcR5-ykgvll1tI,"Shopping San Felipe Ladeira do Abaeté, 35 - térreo loja 08, Ladeira do Abaeté, 35 - Térreo - Itapuã, Salvador - BA, 41610-730",N/A,N/A,+55 71 3019-0532,4.5,77,-12.9501677,-38.363181399999995,bahia
2,Novo de volta,https://instagram.com/novodevolta?igshid=YmMyMTA2M2Y=,ChIJB7m0KQ4FFgcR6C9Ukih7V8U,"R. do Salete, 124 - Barris, Salvador - BA, 40070-200",N/A,N/A,+55 71 99127-7336,5,6,-12.985567399999999,-38.5157771,bahia
6,Alexandre celular,,ChIJTXPxtFoFFgcRctyo6SCi5xk,"R. Alm. Alves Câmara, n 91 - Engenho Velho de Brotas, Salvador - BA, 40243-005",N/A,N/A,+55 71 98726-3650,3.7,22,-12.9859125,-38.5031615,bahia
7,Good Cell - Acessórios e Assistência Técnica | Center Lapa,https://www.instagram.com/goodcell/,ChIJn0b7JpMEFgcRb7qRD9XM2c8,"R. Portão da Piedade, 155 - Piedade, Salvador - BA, 40070-900",N/A,N/A,+55 71 3510-1114,4.9,110,-12.9830876,-38.5137078,bahia
13,Falcao Tech,https://instagram.com/falcaotech_?igshid=YmMyMTA2M2Y=,ChIJcboMz-0EFgcReIqO8_u4ego,"Edificio sulacap - Av. Sete de Setembro, 62 - 1° Andar, sala 110 - Dois de Julho, Salvador - BA, 40060-001",N/A,N/A,+55 71 98407-4008,3.9,31,-12.9780944,-38.514704699999996,bahia
15,Telemania Celular,,ChIJq_1UVN8EFgcRgP-uPE8ltIM,"Travessa Emídio Santos, s/n - Barbalho, Salvador - BA, 40301-015",N/A,N/A,+55 71 98843-6185,5,1,-12.965610499999999,-38.5008896,bahia
16,Casa do Celular - Salvador 1,http://www.casadocelular.com.br/,ChIJz4hyFxAFFgcRP-xo6ruNtSk,"Rua Barão de Cotegipe, 105 - Calçada, Salvador - BA, 40445-001",N/A,N/A,,3.5,2,-12.9440726,-38.5017275,bahia
17,Super Digital (Peças para celulares ),,ChIJa47boMgFFgcR9LhOUTJVxRQ,"R. Nova de São Bento, numero 80 - Nazaré, Salvador - BA, 40040-010",N/A,N/A,+55 71 99921-3933,4.8,4,-12.9805526,-38.5137929,bahia
20,Oriental Cell,,ChIJGVbE7_sFFgcR_VRcZDFeeVY,"Av. Sete de Setembro - Dois de Julho, Salvador - BA, 40060-001",N/A,N/A,+55 71 99923-6493,3.4,5,-12.981295699999999,-38.5143243,bahia
1,Apple kactus,,ChIJh4uS2N8FFgcRIHKjgVR2mF4,"Shopping piedade L1 - Dois de Julho, Salvador - BA, 40070-080",N/A,N/A,+55 71 98245-9149,4.7,46,-12.9835478,-38.5130224,bahia
7,Castelo Celulares Assistência Técnica Em Celulares,,ChIJ8yaaPe0EFgcRRRZ-850826Y,"FUNDAÇÃO POLITÉCNICA - Av. Sete de Setembro, 400 - Loja 118 - Dois de Julho, Salvador - BA, 40060-903",N/A,N/A,+55 71 99116-9026,3.5,14,-12.980995,-38.514751499999996,bahia
10,"Gold Cases - Celulares , Acessorios , Assistencia Tecnica - Pituba - XIAOMI , REALME E IPHONES",https://www.instagram.com/gold_cases_/,ChIJV12cmxobFgcRfECIiknure4,"R. Fernando Menezes de Góes, 545 - Pituba, Salvador - BA, 41810-700",N/A,N/A,+55 71 99345-1639,4.9,28,-12.9992483,-38.4501379,bahia
15,Softphone - Assistência Técnica de Celulares,,ChIJtxE2bEkFFgcRiNoLN1S95VI,"Av. Caminho de Areia, 145 - Caminho de Areia, Salvador - BA, 40440-360",N/A,N/A,+55 71 99111-5377,5,69,-12.929430799999999,-38.5037362,bahia
17,Assistência Técnica - Alytel Celulares,https://www.instagram.com/alytelcelulares/,ChIJc5Kc79kbFgcRgdjfyIOxQj0,"Centro Empresarial Brotas Master Shopping Brotas Center térreo Shopping Brotas Center, 1 piso - Brotas, Salvador - BA, 40285-001",N/A,N/A,+55 71 98128-9117,4,20,-12.9868847,-38.4925184,bahia
19,Telesete Telefone e Celular,,ChIJP1YqmpIEFgcRmvXaw9lx2eg,"Condomínio Edifício Santo Amaro - Av. Sete de Setembro, 750 - Loja 6 - Centro, Salvador - BA, 40060-001",N/A,N/A,+55 71 3506-6577,,,-12.9834488,-38.5166548,bahia
9,Cell Show Assistencia Tecnica em Telefonia Celular,,ChIJTRGV1-UEFgcRxaEcJ9UUqpQ,"R. dos Algibebes, 4 - Comercio, Salvador - BA, 40015-060",N/A,N/A,+55 71 3241-0845,,,-12.971689,-38.511728999999995,bahia
11,GTOP Assistência de Smartphone e iPad,,ChIJvdrGIvcFFgcRUvx_dxkdOcs,"R. do Carro, 11 - Nazaré, Salvador - BA, 40040-240",N/A,N/A,+55 71 98276-7234,,,-12.9775487,-38.508269299999995,bahia
12,Nosso Cell Acessórios e Eletrônicos - Salvador,https://www.instagram.com/nossocell_/,ChIJaagpHTQFFgcR2ZY9gzqwHQU,"Rua Edson Saldanha - Matatu de Brotas - Brotas, Salvador - BA, 40243-047",N/A,N/A,+55 71 98635-7155,5,30,-12.9769893,-38.4898568,bahia
1,Smart Consert,,ChIJ9cX0WnMbFgcRZadfiniCyJo,"Praça Artur Lago, 28 - Pernambués, Salvador - BA, 41100-000",N/A,N/A,+55 71 98787-3964,5,3,-12.966689899999999,-38.465796999999995,bahia
4,Genesis celulares,https://www.facebook.com/valdomirobispo.santos,ChIJAWfd6-EaFgcR5XlzgMsyDMY,"Rua Thomaz Gonzaga, 400 - Pernambués, Salvador - BA, 41130-000",N/A,N/A,+55 71 98751-8854,4.6,20,-12.971721899999999,-38.4596521,bahia
7,Ligo Store - Salvador Shopping,,ChIJS1DBaxsbFgcRRHzR3l7fQsQ,"Av. Tancredo Neves, 3033 - Andar G1 - Caminho das Árvores, Salvador - BA, 41820-910",N/A,N/A,+55 71 3016-2569,4.4,391,-12.9784846,-38.4548665,bahia
8,Loja RH Service Venda de iPhone,https://lojarhservice.com.br/,ChIJq4GvDmkbFgcRe2oBnkSNT1o,"Ed. Helber Mondial Salvador - R. Alceu Amoroso Lima, 276 A - Sala 1604 - Caminho das Árvores, Salvador - BA, 41820-770",N/A,N/A,+55 71 98119-9141,5,497,-12.978990999999999,-38.456909499999995,bahia
9,iFront Assistência técnica,,ChIJc1BCnJgbFgcRm9WhCMxGP48,"R. Escritor Édison Carneiro, 08 - Pernambués, Salvador - BA, 41130-490",N/A,N/A,+55 71 99627-2503,5,44,-12.9707245,-38.4601274,bahia
10,"Goglass - iPhones, Blindagem e Assistência Técnica",http://goglassbr.com/,ChIJS147cmEbFgcRkmMlFdor0x4,"Av. Tancredo Neves, 1506 - Shopping Sumaré - Caminho das Árvores, Salvador - BA, 41820-020",N/A,N/A,+55 71 3180-2180,4.8,618,-12.9825369,-38.4550706,bahia
11,Loja Vivo,https://vivo.com.br/para-voce/ajuda/mais-ajuda/encontre-uma-loja?_gl=1*pwmg40*_gcl_aw*R0NMLjE3MzI1MjU4MzMuRUFJYUlRb2JDaE1Jek15VjBkdjFpUU1WMDJ6ZEFoMTBNU0plRUFFWUFTQUFFZ0lsWXZEX0J3RQ..*_gcl_dc*R0NMLjE3MzI1MjU4MzMuQ0t6LV90ZmI5WWtERlRWSzNRSWQxUUVEY1E.*_gcl_au*MTUzOTUwNjgxNS4xNzMxNjIxOTE3*_ga*MjEyMzgwODk5Mi4xNzMxNjIxOTI5*_ga_JWH50P3VES*MTczMjkwMzAzNC40LjEuMTczMjkwMzA4OS41LjAuMA,ChIJVaBrqC8bFgcR9bM9ylfbxQo,"Av. Tancredo Neves, 2915 - Piso L1 - Loja 1184 - Caminho das Árvores, Salvador - BA, 41820-021",N/A,N/A,+55 71 99981-5039,4.1,79,-12.977953,-38.456322,bahia
12,ShopByte Celulares | Salvador,http://shopbytecelulares.com.br/,ChIJy4C7cmMbFgcRK6zVMBMxxic,"Ed. Internacional Trade Center - Rua Arthur de Azevêdo Machado, nº 1459 - Stiep, Salvador - BA, 41760-000",N/A,N/A,+55 71 99632-9899,5,3,-12.9870998,-38.4487191,bahia
13,IclubSSA - Venda e Manutenção de SmartPhones,https://www.instagram.com/iclubssa,ChIJLRthwuobFgcRojhvXAcWZ_g,"Edf Salvador Prime - Av. Tancredo Neves, 2227 - Caminho das Árvores, Salvador - BA, 41820-021",N/A,N/A,+55 71 99641-6900,4.9,55,-12.9805701,-38.450403699999995,bahia
14,Global Distribuidora - Distribuidora de peças e acessórios para smartphone em Salvador | Iguatemi,,ChIJefyxdl4bFgcRIReuA8W_Nf4,"Centro Empresarial Iguatemi - Av. Tancredo Neves, n° 274 - Sala 704/705 - Caminho das Árvores, Salvador - BA, 41820-020",N/A,N/A,+55 71 99163-5223,4.3,64,-12.980051399999999,-38.463048199999996,bahia
15,CellCity Assist,https://cellcity.com.br/,ChIJBwxXABgbFgcRHk0_XZuZ-bE,"Centro Empresarial Iguatemi, Bloca A, Av. Tancredo Neves, 274 - Sala 216 - Caminho das Árvores, Salvador - BA, 41820-020",N/A,N/A,+55 71 98686-7709,4.1,319,-12.9798326,-38.4629287,bahia
16,House Phone - Assistência Técnica Salvador,,ChIJIy1H68gbFgcRZzVouEqZpYk,"Empresarial Tancredo Neves - Stiep, Salvador - BA, 41770-395",N/A,N/A,+55 71 98842-1655,5,10,-12.983974499999999,-38.4502157,bahia
17,iWorld Prime - Loja de Celulares Salvador,http://www.iworldprime.com.br/,ChIJJ9B46z4bFgcROxZQqwmU8JA,"R. das Gaivotas, 270 Shopping Gaivota, loja 14 - Imbuí, Salvador - BA, 41720-070",N/A,N/A,+55 71 99271-2952,4.7,68,-12.9715641,-38.435552099999995,bahia
19,Atacadao dos celulares,,ChIJx9zDnTUbFgcRWmEMQYayqlo,"Atacadao dos celulares - Rua Arthur de Azevêdo Machado, 1225 - Stiep, Salvador - BA, 41760-000",N/A,N/A,+55 71 98615-7585,,,-12.989229499999999,-38.4487622,bahia
20,Alan Celulares - Salvador,https://instagram.com/alancelularesbr?utm_medium=copy_link,ChIJq1WH61obFgcRIAEm0DauAmE,"Rua da alfazema, 572- Shopping Capemi, Loja 32 - Caminho das Árvores, Salvador - BA, 41820-710",N/A,N/A,+55 71 99952-7287,5,7,-12.9830332,-38.464714099999995,bahia
