Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude,Estado
7,Phone Premium Maceió,https://wa.me/message/VX7U3KXEB7KRK1,ChIJtb2mr1BFAQcRYxTtp9mZn2Q,"Space Office - R. Eng. Mario de Gusmão, 1274 - Sala 05 - Ponta Verde, Maceió - AL, 57035-000",N/A,N/A,+55 82 99665-2763,5,13,-9.6634501,-35.6972933,alagoas
8,Quiosquito cel,,ChIJy8L13B1FAQcRWJZX3BrZcnk,"R. Jangadeiros Alagoanos, 1300 - Pajuçara, Maceió - AL, 57030-000",N/A,N/A,+55 82 99665-3948,4.7,63,-9.6642756,-35.7114264,alagoas
10,iPhone Express - Assistência técnica especializada,https://instagram.com/iphone.express1?igshid=YmMyMTA2M2Y=,ChIJUS4D-XJFAQcRzTXWTTkbRHw,"Av. Comendador Gustavo Paiva, 2990 - Mangabeiras, Maceió - AL, 57031-530",N/A,N/A,+55 82 3436-5136,4.9,23,-9.6493209,-35.7166765,alagoas
13,Lojas Americanas,https://www.americanas.com.br/lojas-proximas/33014556000196/L092?ordenacao=topSelling&utm_medium=meunegocio&utm_source=google&utm_campaign=marca:acom;midia:meunegocio;formato:00;subformato:00;idcampanha:pacotelocal&epar=mn_00_00_go_pacotelocal,ChIJYex6Wc5FAQcRrazjkXlj4fk,"Av. Comendador Gustavo Paiva, 2990 - Mangabeiras, Maceió - AL, 57036-540",N/A,N/A,,4.2,2867,-9.648385099999999,-35.715193299999996,alagoas
14,Central do iPhone,https://centraldoiphone.com.br/,ChIJwZ_TYMhFAQcRcVZ8yA5vc_8,"Av. João Davino, 386 - Mangabeiras, Maceió - AL, 57020-200",N/A,N/A,+55 82 3432-5267,4.3,51,-9.6429733,-35.702867399999995,alagoas
15,CrickCell Acessórios para Celular,https://www.instagram.com/crickcellof/,ChIJR_T3rjdFAQcRcOAMb_ovIKY,"R. Cleto Campelo, 761 - Jacintinho, Maceió - AL, 57041-000",N/A,N/A,+55 82 99344-2247,4.3,11,-9.638177599999999,-35.7182116,alagoas
19,AD Importados,,ChIJlyXWeglFAQcRA4c8lY_9qxw,"R. Jangadeiros Alagoanos, 475 - Pajuçara, Maceió - AL, 57030-000",N/A,N/A,+55 82 3327-9942,,,-9.6658827,-35.7126702,alagoas
2,EltonCell,https://eltoncell.com.br/,ChIJD70A7XxJAQcRGi8gn_-Zpeo,"Av. Gen. Walfrido Jerônimo da Rocha - Santa Amélia, Maceió - AL, 57060-570, Maceió - AL, 57060-570",N/A,N/A,+55 82 99339-5712,5,2,-9.5883332,-35.771267699999996,alagoas
6,ReloCell,,ChIJS-7QjVlIAQcR8xj1DtZatg8,"Rua Dr. Eurico Ayres, 63 - Tabuleiro do Martins, Maceió - AL, 57061-050",N/A,N/A,+55 82 98866-3363,5,1,-9.5768835,-35.771693899999995,alagoas
7,JN Celular,,ChIJZw7eXPNIAQcRzoJp_zWdWaM,"R. Santa Luzia, 77A - Santa Lúcia, Maceió - AL, 57060-150",N/A,N/A,+55 82 98893-9192,4,4,-9.5871823,-35.7636989,alagoas
8,Pronto Socorro Do Celular,,ChIJJU5NC_NIAQcR-rpL3ktSRxQ,"Av. Sebastião Corrêia da Rocha - Tabuleiro do Martins, Maceió - AL, 57060-150",N/A,N/A,+55 82 98803-7777,2.9,32,-9.587739899999999,-35.7648381,alagoas
13,GEREKCELL,,ChIJm-IO9QZJAQcR75e0AVVZp-8,"R. Santa Luzia - Condomínio Morada Nova, Maceió - AL, 57060-150",N/A,N/A,+55 82 98865-9603,4,6,-9.587490299999999,-35.7659883,alagoas
14,DR CELULAR,,ChIJ2Z2Z20NJAQcRDHgL5dMwXz0,"R. José Gonzaga de Almeida, 591 - Tabuleiro do Martins, Maceió - AL, 57061-060",N/A,N/A,+55 82 98764-4637,5,1,-9.5773615,-35.7783535,alagoas
16,Global celulares e games,,ChIJB0rQxPJJAQcR6E7-rn0gqkI,"Av. Empresário Lourival Lobo Ferreira - Petropolis, Maceió - AL, 57062-530",N/A,N/A,+55 82 98716-8645,4.4,17,-9.6037219,-35.7588242,alagoas
19,Alison celular,,ChIJpU56j1ZIAQcRZ5Cge72ocTw,"R. José Gonzaga de Almeida - Tabuleiro do Martins, Maceió - AL, 57071-012",N/A,N/A,+55 82 98878-0255,5,1,-9.5774286,-35.7781218,alagoas
3,Galvão Cell,https://instagram.com/galvaotech?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,ChIJlzVJ00pIAQcRqLUCXAjBs0w,"Av. Eduardo Tadeu Lopes da Silva, 03 - Santos Dumont, Maceió - AL, 57075-550",N/A,N/A,+55 82 98804-7834,5,3,-9.5594065,-35.7851418,alagoas
4,"Acmix Importados Acessórios Assistência Técnica Especializada em Celular Android, Iphones.",https://wa.me/5582987083286?text=Vim+atrav%C3%A9s+do+Google+Solicito+um+or%C3%A7amento%21,ChIJ6XGaN3tJAQcRDgow6RJJ_so,"Av. Gen. Walfrido Jerônimo da Rocha, 14 - Tabuleiro do Martins, Maceió - AL, 57060-570",N/A,N/A,+55 82 98708-3286,5,18,-9.5818202,-35.7740872,alagoas
6,Orange Cell Assistência Técnica Especializada,,ChIJXQFPFbdJAQcRZUvy-eUBRyo,"R. Luiz clemente Vasconcelos, 31 - Clima Bom, Maceió - AL, 57071-040",N/A,N/A,+55 82 98759-4420,5,16,-9.5692703,-35.7867409,alagoas
7,Dell cell telefone,,ChIJOSmsB_FJAQcRzAqILxQjQww,"Av ngn corintho completo da paz, Maceió - AL, 57075-440",N/A,N/A,+55 82 99423-4354,,,-9.557143499999999,-35.785629899999996,alagoas
8,"Douglas Cell Peças, Acessórios E Concertos",,ChIJe-KkpW5IAQcRm_1dQzBoen8,"Av. Ver. Dário Marsíglia - Tabuleiro do Martins, Maceió - AL, 57081-015",N/A,N/A,,5,2,-9.569201399999999,-35.7562662,alagoas
9,Neto Cell,,ChIJwZXfV9NJAQcRh7FX9CYf0Y4,"R. Des. Carlos de Gusmão - Tabuleiro do Martins, Maceió - AL, 57081-366",N/A,N/A,+55 82 98723-9934,4.8,9,-9.5665499,-35.747704399999996,alagoas
10,Ninja cell,,ChIJiyOtTUlJAQcRuAXJT7YzXe0,"Av. Muniz Falcão, 140 - Clima Bom, Maceió - AL, 57071-090",N/A,N/A,+55 82 99344-8371,4.8,21,-9.5726547,-35.7775792,alagoas
12,H Cell Acessórios E Manutenção,,ChIJ00HbidVJAQcRnFGZ2qFwFJg,"R. F Um, 101A - Cidade Universitária, Maceió - AL, 57072-000",N/A,N/A,+55 82 98870-7893,4.4,8,-9.5416422,-35.7879718,alagoas
13,Conexão Celular,,ChIJXbMIQq5IAQcR8HIqcETvxFA,"R. Pref. Joatas Malta de Alencar, 130 - Chã da Jaqueira, Maceió - AL, 57018-455",N/A,N/A,+55 82 3432-0701,4.3,59,-9.6115326,-35.7494048,alagoas
14,VipCell,,ChIJE67KbFlJAQcRmJO6_ZnzvsI,"Av. Ver. Dário Marsíglia, 103 - Tabuleiro do Martins, Maceió - AL, 57081-015",N/A,N/A,+55 82 98804-2041,5,2,-9.5758482,-35.7650493,alagoas
