Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude,Estado
7,K K Cell,,ChIJ_25s08HhqgcRnizHtGxRikI,"R. Maria José Barreto Ferreira, 9 - Prazeres, Jaboatão dos Guararapes - PE, 54325-623",N/A,N/A,+55 81 99701-4051,5,1,-8.1607694,-34.9278601,pernambuco
8,Loja de eletrônicos e acessórios para celular,,ChIJ6RceRL_hqgcRsIyqcuHoHu0,"R. Sucupira do Norte, 310 - Piedade, Jaboatão dos Guararapes - PE, 54410-359",N/A,N/A,+55 81 99621-8137,5,54,-8.1788998,-34.9253674,pernambuco
9,"Assistência Técnica Especializada em Celulares, Tablets e Notebooks",https://vinicell997733112.wixsite.com/vinicell81997733112,ChIJ4fKg7sDhqgcRgopZMgfWHf4,"R. do Sol, 220 - Prazeres, Jaboatão dos Guararapes - PE, 54210-210",N/A,N/A,+55 997733112,4.4,34,-8.162038899999999,-34.924839299999995,pernambuco
10,Tec Point Cell,,ChIJ8_QgWXXhqgcRvlaI8BIbG_Q,"R. São Sebastião, 1089 - Piedade, Jaboatão dos Guararapes - PE, 54410-500",N/A,N/A,,4.7,12,-8.1818893,-34.9291994,pernambuco
11,Conserta Smart Recife Boa Viagem - Conserto de celular,https://www.consertasmart.com/conserto-de-celular/recife-boa-viagem,ChIJAQCw47YfqwcRAGQ0khZRGA0,"R. dos Navegantes, 691 - Loja 12 - Boa Viagem, Recife - PE, 51021-010",N/A,N/A,+55 81 3125-0044,4.5,502,-8.1260295,-34.898492999999995,pernambuco
12,All inclusive cell Prado,,ChIJTRsND94ZqwcRfo9SQAXr5dc,"R. Gomes Taborda, n 951 - Prado, Recife - PE, 50720-650",N/A,N/A,+55 81 3089-9266,4.4,42,-8.0565403,-34.9202018,pernambuco
13,NinhoCell - Assistência Técnica de Celulares,https://www.instagram.com/ninhocell.prazeres/,ChIJE_Wl4B3hqgcR1PDR8Fittxw,"Jaboatão dos Guararapes, PE, 54315-000",N/A,N/A,+55 81 98586-9483,4,13,-8.161558,-34.927493399999996,pernambuco
16,Shop Cell - Assistência e Acessórios,,ChIJ4fUCE4UfqwcRViRSMtA081A,"R. Bruno Veloso, 310 - Boa Viagem, Recife - PE, 51020-000",N/A,N/A,+55 81 97334-2181,4.5,19,-8.120974,-34.9044399,pernambuco
17,R12 PHONE,,ChIJOVKCtkoZqwcRZ0ksPZfFGyk,"R. Paes de Andrade, 669 - Cavaleiro, Jaboatão dos Guararapes - PE, 54210-310",N/A,N/A,+55 81 99529-2650,5,35,-8.0952188,-34.9729892,pernambuco
18,House Cell Assistência Técnica de Telefone - Ibura Recife,,ChIJPXRGsHoeqwcRTYb8STckqxo,"Av. Dois Rios, 888 - Ibura, Recife - PE, 51230-000",N/A,N/A,+55 81 98542-9729,3,2,-8.1151147,-34.9402032,pernambuco
19,"Nagem Shopping Recife: Celulares, Eletros, Games, Notebooks, Informática, Recife",https://www.nagem.com.br/,ChIJtwUIM6wfqwcR7sQKh3xdLMk,"R. Padre Carapuceiro, 777 - Boa Viagem, Recife - PE, 51020-280",N/A,N/A,+55 800 080 2021,4.4,1169,-8.1194767,-34.9056901,pernambuco
20,Atacadão dos celulares - Torrões,https://wa.me/message/3K6ZCD3ZOVADF1,ChIJt26t2TYZqwcRRp8431ifaKE,"R. Antônio Valdevino Costa, 947 - Torrões, Recife - PE, 50721-775",N/A,N/A,+55 81 99459-7377,5,3,-8.0561271,-34.932938299999996,pernambuco
2,"Assistência Tècnica Especializada Celulares , Notebooks e Computadores",,ChIJTx_5TWHhqgcRWvHc40SuvFY,"Av. Zequinha Barreto, 32 - Massangana III, Jaboatão dos Guararapes - PE, 54400-090",N/A,N/A,+55 81 99773-3112,5,2,-8.1545803,-34.9191836,pernambuco
4,Moura Cell - Celulares,https://www.instagram.com/mouracell_oficial/,ChIJZ5lsEGkfqwcRl8eaGr_Wkjg,"Av. Visc. de Jequitinhonha, 366 - Boa Viagem, Recife - PE, 51030-020",N/A,N/A,+55 81 99323-7528,4.8,42,-8.1217188,-34.9039989,pernambuco
9,Conserta Smart Jaboatão dos Guararapes - Conserto de celular,https://www.consertasmart.com/conserto-de-celular/jaboat%C3%A3o-dos-guararapes-centro,ChIJAQCMPMsCqwcRQLS0PUAVsp4,"Av. Barão de Lucena, 47 - Loja E - Centro, Jaboatão dos Guararapes - PE, 54110-000",N/A,N/A,+55 81 99305-4049,3.7,6,-8.1119911,-35.0142227,pernambuco
11,Fix Celular assistência técnica,,ChIJB-GouJXhqgcRTU7KZ0xe0DU,"Av. Alm. José Dias Fernandes, 545 - Loja 08 - Prazeres, Jaboatão dos Guararapes - PE, 54410-600",N/A,N/A,+55 81 98668-3963,5,10,-8.1606557,-34.923532,pernambuco
12,4G Celular,http://www.shopping-guararapes.com/,ChIJL7saaLrhqgcRmJBVbKc1bZg,"4G Celular - Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE, 54410-100",N/A,N/A,+55 81 3361-3537,3.2,17,-8.1685632,-34.9191842,pernambuco
13,Recife Celular,,ChIJhzk9T7MfqwcRvCy0Ug-NUhc,"R. Ribeiro de Brito, 1002 - Boa Viagem, Recife - PE, 51021-310",N/A,N/A,,,,-8.1226243,-34.9037757,pernambuco
14,H.S TECH Assistência técnica de celulares e tablets,,ChIJP6niq2bhqgcRrXKW019Krfs,"R. Seis, 84 - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54330-070",N/A,N/A,,5,14,-8.1665966,-34.926266999999996,pernambuco
16,GTECH - Assistência Técnica de Celulares - Piedade,https://www.gtechpiedade.com.br/,ChIJbwiuZx7hqgcRbKPCaqqJvQw,"Rua Dr. Aniceto Varejão, 609 - Candeias, Jaboatão dos Guararapes - PE, 54420-310",N/A,N/A,+55 81 99944-1158,5,42,-8.1903065,-34.9248787,pernambuco
17,Henrry Cell,https://henrrycell.my.canva.site/,ChIJ--cZfunhqgcRLeJYBHeVyac,"R. Arão Lins de Andrade, 505B - Piedade, Jaboatão dos Guararapes - PE, 54310-335",N/A,N/A,+55 81 98246-4825,5,9,-8.1651498,-34.918647299999996,pernambuco
18,GABICELL (Peças e Acessórios para celulares em Prazeres),,ChIJGy00e2ThqgcRqPJlo64lYOk,"Av. Barreto de Menezes - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54330-375",N/A,N/A,+55 81 99878-5715,,,-8.1642501,-34.9248732,pernambuco
19,"Ibyte Shopping Guararapes: Notebook, PC, Games, Celulares, TV Smart em Jaboatão",https://www.ibyte.com.br/,ChIJ8bY1lbnhqgcR1Nv0x_6tfdI,"Av. Barreto de Menezes, 800 - Lojas 222 / 223 - Piedade, Jaboatão dos Guararapes - PE, 54410-100",N/A,N/A,+55 81 98915-9124,4.4,407,-8.166865,-34.918732,pernambuco
20,W. A. N Celular,,ChIJD-ZXrS0dqwcRRFk49UP_pS4,"Rua Santa Marta, n18 - Santo Aleixo, Jaboatão dos Guararapes - PE, 54140-380",N/A,N/A,+55 81 99152-2450,4,1,-8.0998615,-35.0163143,pernambuco
1,Eduardo celular,,ChIJh_m8KwDhqgcRj3rhyyywqFM,"R. Haiti, 12 - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54380-193",N/A,N/A,,,,-8.176245399999999,-34.931187699999995,pernambuco
2,*BVCEL* Consertos de Celulares Notebook Acessórios e Peças,,ChIJsYPUD7YfqwcRhoihsDgdV_Q,"Av. Conselheiro Aguiar, 4887 - Boa Viagem, Recife - PE, 51021-020",N/A,N/A,+55 81 3467-3500,3.9,102,-8.1302804,-34.9009493,pernambuco
5,Narte Cell assistência em celular e tablet,https://instagram.com/nartecell?igshid=ZDc4ODBmNjlmNQ==,ChIJqd3snwwdqwcR_cmRxVVRV6c,"ao lado da Honda - Av. Barão de Lucena - Centro, Jaboatão dos Guararapes - PE, 54110-000",N/A,N/A,+55 81 98555-4939,5,1,-8.1128587,-35.017400599999995,pernambuco
7,Deep Cell Assistência Especializada em Celulares,,ChIJdwlajhfhqgcRsYe8PdnVREQ,"R. Cento e Dez - Candeias, Jaboatão dos Guararapes - PE, 54440-400",N/A,N/A,+55 81 99386-6328,5,16,-8.2016115,-34.9299816,pernambuco
8,Henrique cell,,ChIJsbhpoTIZqwcRrkGDh3Xi0VU,"Av. Manoel Gonçalves da Luz, 633 - Mustardinha, Recife - PE, 50760-000",N/A,N/A,+55 81 3039-2020,4.2,118,-8.0708428,-34.9177749,pernambuco
9,JS ACESSORIOS INFORMÁTICA E CELULAR,,ChIJzzj4WgwdqwcRAWpZs8bR_Zs,"R. Severino Varejão, 91 - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-603",N/A,N/A,+55 81 98670-8560,4.7,13,-8.0906665,-34.968664499999996,pernambuco
10,Americanas Express,https://www.americanas.com.br/lojas-proximas/33014556000196/L672?ordenacao=topSelling&utm_medium=meunegocio&utm_source=google&utm_campaign=marca:acom;midia:meunegocio;formato:00;subformato:00;idcampanha:pacotelocal&epar=mn_00_00_go_pacotelocal,ChIJfYxPbrjhqgcREbwrhAvamfw,"R. Arão Lins de Andrade, 572 - Piedade, Jaboatão dos Guararapes - PE, 54400-200",N/A,N/A,,4.3,300,-8.163171799999999,-34.924381,pernambuco
11,Dedé do Celular,,ChIJO5_MMHEZqwcRZYx0WMrbwF0,"R. São Mateus, 266 - Iputinga, Recife - PE, 50680-000",N/A,N/A,+55 81 3223-1327,4.5,33,-8.0392989,-34.9361537,pernambuco
13,UTI Do Celular,,ChIJxxQOzaYeqwcRl5v5eXrD6AE,"R. Leandro Barreto, 744 - Jardim São Paulo, Recife - PE, 50920-735",N/A,N/A,,5,1,-8.082754999999999,-34.947103999999996,pernambuco
14,mobi celular,,ChIJc5TDPAgfqwcR_gLJHmkshuE,"R. Francisco da Cunha, 178 - Boa Viagem, Recife - PE, 51020-041",N/A,N/A,+55 81 3464-9424,,,-8.1104035,-34.8939691,pernambuco
15,Real Cell Assistência Técnica em Celular e Tablet,https://instagram.com/real.cell.9480?igshid=YmMyMTA2M2Y=,ChIJtfza19ceqwcRZUhus0emZDQ,"Edf. Fatinha - R. da Paz, 424 - Sala 104 - Afogados, Recife - PE, 50770-100",N/A,N/A,+55 81 3447-0296,4.9,38,-8.0799641,-34.906586,pernambuco
16,Icell Assistência técnica celulares e acessórios!,https://whatsapp.com/81995048003,ChIJQSd4AyAZqwcRSkl7fOMOaZY,"Galeria Madalena Center - Av. Visc. de Albuquerque, 401 - Loja 03 - Madalena, Recife - PE, 50610-090",N/A,N/A,+55 81 99504-8003,4.6,38,-8.0545948,-34.9070896,pernambuco
17,COMPRECAPAS CELULAR,,ChIJ34qCvLgYqwcRJ88wtDh4_tE,"R. Sete de Setembro, 105 - Boa Vista, Recife - PE, 50060-070",N/A,N/A,,,,-8.062081899999999,-34.8836576,pernambuco
18,Casa dos smartphones PE,,ChIJCbaXPjYcqwcR4lPpJiNDnFo,"2 travessa Jose Liberato, 225, 2A Travessa José Liberato, 208 - Cavaleiro, Jaboatão dos Guararapes - PE, 54210-543",N/A,N/A,+55 81 99479-7818,,,-8.093757,-34.973861299999996,pernambuco
19,Wi-Fi Celulares & Eletrônicos,https://www.instagram.com/wifi_celulares_e_eletronicos/,ChIJmS5XKTUdqwcRQzX20vrt6S0,"Av. Um, 157 - Curado IV, Jaboatão dos Guararapes - PE, 54270-090",N/A,N/A,,,,-8.0731301,-34.992917299999995,pernambuco
20,Acessórios para Celular,https://biolivre.com.br/pedroh,ChIJ30NqydsI_okRBfMgVk2gnEk,"R. Dr. João Lacerda, 356 - Cordeiro, Recife - PE, 50711-280",N/A,N/A,+55 81 99412-1882,5,3,-8.046158799999999,-34.9219964,pernambuco
1,Artcell,http://artcell.com.br/,ChIJVX508DMeqwcRWht5w9wxdS0,"R. Barão de Souza Leão, 1241 - loja 7 - Boa Viagem, Recife - PE, 51030-300",N/A,N/A,+55 81 98714-3180,4.9,256,-8.133005899999999,-34.9112217,pernambuco
2,Fan Cell,https://instagram.com/fancell_assistencia?utm_medium=copy_link,ChIJyfMBmO_hqgcRNxyCIEmzT54,"R. José Armando Machado, 570 - Piedade, Jaboatão dos Guararapes - PE, 54400-500",N/A,N/A,+55 81 98120-5615,5,3,-8.150390999999999,-34.916952699999996,pernambuco
5,ShopByte Celulares,https://www.instagram.com/shopbytecelulares,ChIJyS6lWCsZqwcRMOngxEBsN7w,"Av Fernando Simões Barbosa, 266, Sala 107 - Shopbyte - Boa Viagem, Recife - PE, 51020-390",N/A,N/A,+55 81 98201-5729,4.8,42,-8.1199387,-34.9016818,pernambuco
11,IPHONES PE OFICIAL/ Iphone Recife,http://instagram.com/iphonespeoficial,ChIJk_BGsQ4fqwcRGDEARJ1j8fI,"AGENDE ATENDIMENTO - R. Ernesto de Paula Santos, 87 - Boa Viagem, Recife - PE, 51021-330",N/A,N/A,+55 81 99725-1099,5,824,-8.1251359,-34.897935,pernambuco
16,W Cell,,ChIJGxMJ-bIfqwcRELJmqSryrDU,"Av. Visc. de Jequitinhonha, 358 - Boa Viagem, Recife - PE, 51021-190",N/A,N/A,+55 81 3088-2093,3.3,3,-8.121203,-34.9040244,pernambuco
18,Brasilnet Internet e Conveniências,,ChIJM50Z5TkeqwcR-KPcUJ6iG9s,"Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre - Praça Min. Salgado Filho, S/N - Imbiribeira, Recife - PE, 51210-010",N/A,N/A,+55 81 99903-1003,3.4,5,-8.1311149,-34.9177664,pernambuco
19,OFICINA Do CELULAR,,ChIJ3wq67DvhqgcRAMeZCsigqCw,"R. Dom Expedito Lopes, 170 - Guararapes, Jaboatão dos Guararapes - PE, 54315-390",N/A,N/A,+55 81 99680-3817,,,-8.1564601,-34.9273819,pernambuco
2,SOCELL Assistência Técnica - Conserto de Celulares e Tablets,https://linktr.ee/socellrec,ChIJJ5-Rom8fqwcRc5bEok3g7ek,"R. Jean Emile Favre, 1244 - Loja - Ipsep, Recife - PE, 51190-450",N/A,N/A,+55 81 99225-6336,5,104,-8.111716399999999,-34.9205186,pernambuco
4,SR Celular,,ChIJsThneq0fqwcRxTLb99Qkwpo,"SR Celular, Shopping Recife - R. Padre Carapuceiro, 777 - Quiosque QB 40 - Boa Viagem, Recife - PE, 51020-900",N/A,N/A,+55 81 3464-6187,4.7,6,-8.118777,-34.9042849,pernambuco
5,BR IPHONE RECIFE,https://www.instagram.com/br.iphonerecife/,ChIJ5yDHToQfqwcRG6plnhT9La8,"Av. Fernando Simões Barbosa, 558 - Boa Viagem, Recife - PE, 51020-390",N/A,N/A,+55 81 98216-0022,5,5,-8.1225194,-34.901697299999995,pernambuco
6,iBoot iPhone,https://api.whatsapp.com/send/?phone=5581996726391&text&type=phone_number&app_absent=0,ChIJ7_dk7RkfqwcRK88WZe4m7BE,"Av. Visc. de Jequitinhonha, 279 - Boa Viagem, Recife - PE, 51021-190",N/A,N/A,+55 81 99672-6391,4.2,10,-8.1235407,-34.903621799999996,pernambuco
7,SERVICELULAR,,ChIJX89K3LIfqwcRVxaipec9Arg,"R. Ten. Domingos de Brito, 26 - Boa Viagem, Recife - PE, 51021-100",N/A,N/A,+55 81 98695-4880,4.4,14,-8.1211815,-34.9051398,pernambuco
8,Iphone Tottal,https://instagram.com/iphonetottal,ChIJj6kKDFMfqwcRHBmNOW0f6xQ,"R. Ribeiro de Brito, 1002 - Boa Viagem, Recife - PE, 51021-310",N/A,N/A,+55 81 98874-3785,5,84,-8.1226849,-34.9054515,pernambuco
9,SOS Proteção,,ChIJixf5zBMfqwcRIXGrERa7CR0,"R. Padre Carapuceiro, 858 - Sala 1102 - Boa Viagem, Recife - PE, 51020-280",N/A,N/A,+55 800 729 9176,1.8,16,-8.1163384,-34.9026729,pernambuco
15,AhpsIphones,,ChIJsa43MOEXqwcRkIHdbMm1dMI,"R. Ernesto de Paula Santos, 187 - Boa Viagem, Recife - PE, 51021-330",N/A,N/A,+55 81 99985-7246,5,1,-8.1285294,-34.9002858,pernambuco
16,iLogic,https://www.instagram.com/ilogicoficial/,ChIJnfS1jtgfqwcRnM7qapiZr-A,"Galeria Brasil - R. Barão de Souza Leão, 831 - Sala 4 - Boa Viagem, Recife - PE, 51030-300",N/A,N/A,+55 81 99732-8373,5,7,-8.1325658,-34.907951499999996,pernambuco
17,Samsung Experience Store,https://www.samsung.com/br/campaign/storecontacts/,ChIJdTLnzrwfqwcR3mQhfbBdEO0,"R. Padre Carapuceiro, 777 - Piso 1 - Loja PC 73 A - Boa Viagem, Recife - PE, 51020-900",N/A,N/A,+55 81 99451-3790,4.3,423,-8.118945499999999,-34.904827399999995,pernambuco
18,J M Celular,,ChIJ-8qg1Z_hqgcRrLUkgspic60,"R. Paz - Piedade, Jaboatão dos Guararapes - PE, 54360-135",N/A,N/A,,,,-8.181312199999999,-34.931188299999995,pernambuco
19,Jane Capinhas,,ChIJlWfz8LIfqwcRIeN8H0VhAKs,"R. Bruno Veloso, 652 - Boa Viagem, Recife - PE, 51021-280",N/A,N/A,+55 81 98805-4000,4,91,-8.1209787,-34.9046544,pernambuco
1,SOSCELL,,ChIJh7ALgS4dqwcRY1FkZ-yqaqA,"mercado público - R. Padre Nóbrega - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-080",N/A,N/A,+55 81 98888-0526,5,18,-8.0922427,-34.9723758,pernambuco
2,Conserto de Celular em Recife Fusão Cell,https://sistemafusaocell.online/index.php/mine,ChIJ3wDx258dqwcRjhl2m5yj57k,"R. Aprígio Guimarães - Sancho, Recife - PE, 50920-900",N/A,N/A,+55 81 98309-7778,5,5,-8.087157699999999,-34.9653923,pernambuco
5,Pato Cell,https://beacons.ai/patocell/,ChIJgbCVwp0dqwcRxtEH_zxpmlA,"R. Severino Varejão, 10 - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-500",N/A,N/A,+55 81 98718-4611,4,5,-8.0905621,-34.9694889,pernambuco
6,Pato cell,,ChIJOe8t4cIdqwcRMGUnygVM9WU,"Av. Gov. Agamenon Magalhães, 1070 - Jangadinha, Jaboatão dos Guararapes - PE, 54210-000",N/A,N/A,+55 81 98718-4611,3.4,5,-8.0919192,-34.972914599999996,pernambuco
7,Marcelo Cell,,ChIJn_2LcxwdqwcRUd0H0DUN7rw,"R. 15 de Novembro - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-480",N/A,N/A,,,,-8.09029,-34.9701735,pernambuco
9,Rei do smart,,ChIJHftzlsgdqwcRR22MbzXlNqw,"Av. Gov. Agamenon Magalhães - Cavaleiro, Jaboatão dos Guararapes - PE, 54210-000",N/A,N/A,+55 81 98870-8699,5,2,-8.091912599999999,-34.9728353,pernambuco
10,InfoCell Solution,,ChIJ4WtZrMUdqwcRWFivkyZBAjU,"Av. Gen. Manoel Rabelo, 5491 - Sucupira, Recife - PE, 51160-350",N/A,N/A,+55 81 98602-8404,5,3,-8.095646,-34.9668183,pernambuco
11,Gisele Cell,,ChIJI77DBAodqwcRPh7CwG7dq-I,"Av. Gov. Agamenon Magalhães, box 16 - Cavaleiro, Jaboatão dos Guararapes - PE, 54210-000",N/A,N/A,+55 81 98642-3150,3.8,8,-8.091904399999999,-34.972932199999995,pernambuco
13,DENIS CELL,,ChIJ870GIkAdqwcRpIU9aoMPrjM,"Jangadinha, Jaboatão dos Guararapes - PE, 54250-370",N/A,N/A,+55 81 98866-9825,4.2,9,-8.092319999999999,-34.9722903,pernambuco
14,Americanas Express,https://www.americanas.com.br/lojas-proximas/33014556000196/L644?ordenacao=topSelling&utm_medium=meunegocio&utm_source=google&utm_campaign=marca:acom;midia:meunegocio;formato:00;subformato:00;idcampanha:pacotelocal&epar=mn_00_00_go_pacotelocal,ChIJVzH10e4dqwcR-zlqqCqYduM,"Praça Severina Rita Coelho, 43 - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-603",N/A,N/A,,4.3,144,-8.0856469,-34.9768428,pernambuco
16,Albano Cell,http://albanocell.com.br/,ChIJR8JBQvEdqwcROofx1cXEnXE,"R. 15 de Novembro, 11b - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-480",N/A,N/A,+55 81 98188-9419,,,-8.090597599999999,-34.9698895,pernambuco
20,Magazine Luiza,https://lojas.magazineluiza.com.br/filiais/711?utm_source=google&utm_medium=maps&utm_campaign=gmb,ChIJRY4haUccqwcRJlowDpdzHkQ,"Av. Gov. Agamenon Magalhães, 1178 - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-000",N/A,N/A,+55 81 93252-8200,4.3,1526,-8.0908368,-34.9733769,pernambuco
1,Point Cell,,ChIJe1j4i3ceqwcRIoFDUZl2n8Y,"Av. Engenho Serra Verde, 299 - COHAB, Recife - PE, 51270-570",N/A,N/A,+55 81 97915-1769,5,2,-8.113380099999999,-34.951570499999995,pernambuco
8,Bel acessorios,,ChIJZwVwXYgbqwcRBMQxLVjbkX8,"BR-408 - Várzea, Recife - PE, 50950-030",N/A,N/A,+55 81 98734-8834,5,1,-8.063654,-34.982307999999996,pernambuco
