Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude,Estado
14,Ney Cell,,ChIJb94tLHtMxwcRS-8uGR5ecxw,"Av. Ministro Albuquerque Lima, 1011 - Conj. Ceará, Fortaleza - CE, 60533-590",N/A,N/A,+55 85 98854-8460,4.4,52,-3.7706812,-38.6036842,ceará
15,Loja do celular,,ChIJRYF9X5FNxwcRKWntb915Hb8,"Rua Sousa Carvalho, 407 - Bonsucesso, Fortaleza - CE, 60541-646",N/A,N/A,+55 85 98609-5257,5,11,-3.7840035999999997,-38.587697299999995,ceará
16,Smartcell assistência técnica especializada,https://instagram.com/smartcell085?igshid=ZmRlMzRkMDU=,ChIJZfJIe1FNxwcR4odcii7Z-Qc,"Av. Contôrno Norte, n°1257 - Conj. Esperança, Fortaleza - CE, 60736-730",N/A,N/A,+55 85 99636-0896,4.8,16,-3.8131643,-38.588531599999996,ceará
17,RN Celular & Acessórios,,ChIJu2AVGxpMxwcR_s8BnPbxOmM,"R. Júlio Braga, 918 - Jóquei Clube, Fortaleza - CE, 60520-130",N/A,N/A,+55 85 98560-0655,4.2,22,-3.7757669999999997,-38.5792329,ceará
18,Casa do Celular - RioMar Kennedy,http://www.casadocelular.com.br/,ChIJV-K2T2pJxwcR_2e1_20ATDc,"Av. Srg. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60355-512",N/A,N/A,+55 85 99153-3212,3.7,43,-3.7264085,-38.566385499999996,ceará
19,WM Celulares,http://www.instagram.com/wmcell,ChIJV6G24zRMxwcRNACOeXdaAH8,"R. Costa Freire, 1920 - Parque São José, Fortaleza - CE, 60730-135",N/A,N/A,+55 85 98804-9060,4.1,19,-3.7949424,-38.5873298,ceará
20,XBF Celular,,ChIJRyRxpNVTxwcR2EctY5JmLok,"Av. Antônio Soares Coutinho, 20b - Jereissati St. D, Maracanaú - CE, 61901-082",N/A,N/A,+55 85 99203-1951,4.3,6,-3.8795818,-38.6209051,ceará
1,Loja Rogerio Cell,,ChIJGZDhfuxNxwcRs-brSHl3Kgo,"Av. D, 250 - Conj. Esperança, Fortaleza - CE, 67763-470",N/A,N/A,,4.7,19,-3.8165917,-38.587218799999995,ceará
2,Charles Celulares e Acessórios,,ChIJgYPFFTazwAcRf6syfR78H-w,"Av. C, 41 - LOJA 02 - Nova Metrópole (Jurema), Caucaia - CE, 61658-070",N/A,N/A,+55 85 98755-6219,5,3,-3.7698766999999997,-38.656097599999995,ceará
3,Thiago Gold Cell - Assistência Especializada iOS e Android,https://thiagogoldcell.my.canva.site/,ChIJ05DQhVlNxwcRhVNa1nlqC6s,"Av. Contôrno Norte, 1544 - Novo Mondubim, Fortaleza - CE, 60763-730",N/A,N/A,+55 85 99627-5026,4.8,55,-3.8112314,-38.5897388,ceará
4,DL Cell - assistência técnica de celular e acessórios,,ChIJiWMlJeRNxwcRMjLWR3I6eZY,"R. André Rebouças, 184 - Bonsucesso, Fortaleza - CE, 60545-350",N/A,N/A,+55 85 98212-3013,5,267,-3.7749034,-38.5900822,ceará
5,Mastter Celulares,https://instagram.com/masttercelulares,ChIJQc7UDeJTxwcR219p3vGQa48,"Rua Paulo Batista dos Santos, 829 - Pajuçara, Maracanaú - CE, 61932-160",N/A,N/A,+55 85 99424-8271,5,13,-3.8607394,-38.580646699999996,ceará
6,Ericcell Celulares,https://www.facebook.com/Ericell-944508228914501/,ChIJK7UACztJxwcRKubkUG0KyqI,"Rua Desembargador Félix Cândido, 830 - Jóquei, Fortaleza - CE, 60520-355",N/A,N/A,+55 85 99974-4444,3.5,11,-3.7722439,-38.5792329,ceará
7,Vip Cell celulares e acessórios,,ChIJqURKNaVNxwcRqCaJU9xsL-Q,"dentro do supermercado center box - R. Cônego de Castro - Vila Peri, Fortaleza - CE, 60730-190",N/A,N/A,+55 85 98890-7186,5,1,-3.8000531,-38.588214,ceará
8,MARIA ISIS ACESSÓRIOS PARA CELULAR,,ChIJ6_V2BUStwAcRl-tMozvjF8k,"R. Duzentos e Dois, 858 - Luzardo Viana, Maracanaú - CE, 61912-045",N/A,N/A,+55 85 98939-8011,5,4,-3.8599957999999996,-38.654604299999995,ceará
9,S2 Celular e variedades,,ChIJnaJUAfdRxwcRixVfJ8tdsJk,"R. E, 8 - Conj. Ceará I, Fortaleza - CE, 60533-635",N/A,N/A,,5,1,-3.8314587999999996,-38.5499886,ceará
10,Maxtech celulares,,ChIJEbNRx6BNxwcRXYK383yNVP4,"Av. G, 75 - Conj. Esperança, Fortaleza - CE, 60763-490",N/A,N/A,+55 85 98681-9649,,,-3.815044,-38.5877869,ceará
11,iConsertCe,,ChIJ9_vULBFNxwcRekBmALvqDoE,"R. Alfredo Mamede, 534 - Mondubim, Fortaleza - CE, 60763-806",N/A,N/A,+55 85 98690-4470,4.7,26,-3.8099526999999997,-38.5817998,ceará
12,Maria Celular,,ChIJRaOC16VOxwcRULQT-xERl-E,"Parangaba, Fortaleza - CE, 60740-101",N/A,N/A,,,,-3.7746136999999997,-38.5635918,ceará
13,XBF CELULAR,,ChIJE9B2VL9JxwcRz6tiSO-Aizw,"Av. Bezerra de Menezes, 2450 - Pres. Kennedy, Fortaleza - CE, 60325-002",N/A,N/A,+55 85 99855-8230,4.5,64,-3.7350578999999997,-38.5660305,ceará
14,Hl. Celulares,,ChIJ8xDzlPdLxwcRveSJuVWoIXg,"Av. Senador Fernandes Távora, 912 - Jóquei Clube, Fortaleza - CE, 60510-111",N/A,N/A,+55 30825014,,,-3.7628700999999998,-38.580653999999996,ceará
15,Arfetech - Assistência Técnica de Celular e Acessórios,,ChIJ6yMssodTxwcR01CC7W9cvRA,"Av. Edson Magalhães, 890B - Mondubim, Maracanaú - CE, 61925-315",N/A,N/A,+55 85 99259-4029,5,9,-3.8380601,-38.5916335,ceará
16,Sensei acessories,https://instabio.cc/senseiacessories,ChIJfW69VvZLxwcRrCnmJ9GFdQs,"Av. Lineu Machado, 288 - Jóquei Clube, Fortaleza - CE, 60520-102",N/A,N/A,+55 85 98873-8848,4.9,119,-3.7629664999999997,-38.575490599999995,ceará
17,Prinspi Cell - Assistência técnica celular,,ChIJjdWAOU1LxwcRLYnWDgevdjA,"Av. São Vicente de Paula, 800 - Araturi, Caucaia - CE, 61655-000",N/A,N/A,+55 85 98757-8787,5,1,-3.7702668,-38.6327913,ceará
18,Mar-Cell celulares e acessórios,https://www.instagram.com/marcellcelulareseacessorios/,ChIJJ4P5VHJTxwcRzsUYpdXI4es,"Av 5 número 663, Av. Carlos Jereissati, 1 - lj03, Maracanaú - CE, 61900-630",N/A,N/A,+55 85 3371-2774,4.5,47,-3.8786066999999997,-38.6206782,ceará
19,SmartPro Celulares,http://smartprocelulares.com.br/,ChIJq8HqgDxVxwcREUiRC0GWqN4,"R. 19, 631 - Conj - Novo Maracanaú, Maracanaú - CE, 61905-620",N/A,N/A,+55 85 98523-5098,4.7,59,-3.8682589999999997,-38.6214978,ceará
20,"Altech Cell - Assistência Técnica Xiaomi, Samsung, Motorola, iphone, apple em Fortaleza","https://api.whatsapp.com/send?phone=5585988682264&text=Ol%C3%A1,%20Vim%20pelo%20Google%20gostaria%20de%20um%20atendimento%20especializado",ChIJXZEXPjVMxwcR2e2rjm3J4co,"R. Antônio Costa Mendes, 1499 - Parque São José, Fortaleza - CE, 60730-265",N/A,N/A,+55 85 98868-2264,4.7,225,-3.7951992,-38.5885204,ceará
1,Ncase Tudo Para Seu Celular,,ChIJrcEJFDhKxwcRtq1GxPvC_qA,"Jardim Guanabara, Fortaleza - CE, 60346-352",N/A,N/A,+55 85 98621-1407,4.9,8,-3.7222165,-38.5890596,ceará
2,Casa do Celular - Shopping Benfica,http://www.casadocelular.com.br/,ChIJ95C7y99JxwcRUgi-4xaLd-U,"R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290",N/A,N/A,+55 85 98684-6103,2,15,-3.739102,-38.540175999999995,ceará
3,Aj Celular & Informatica,,ChIJj11AeqZOxwcRBfGT7Ved2N4,"Av. Carlos Amora, 56 - Parangaba, Fortaleza - CE, 60740-101",N/A,N/A,+55 85 99294-6297,5,3,-3.7745819,-38.564206399999996,ceará
4,RB Celular,,ChIJ2ybH5mJLxwcRu9FlZywpFJo,"Rua José Mendonça, 777 - Genibaú, Fortaleza - CE, 60534-090",N/A,N/A,+55 85 98135-6520,4.6,5,-3.7563427999999996,-38.6019752,ceará
5,FortalCell Celulares,,ChIJcUopvpFJxwcRsYTGRWKhE04,"R. Raul Uchôa, 451 - Bom Futuro, Fortaleza - CE, 60416-510",N/A,N/A,+55 85 99971-6570,4.4,50,-3.7595324,-38.546923299999996,ceará
6,"Linard PHONES - Venda de Iphone, Xiaomi, Acessórios de Celular - Assistência Técnica - Parangaba - Jóquei Clube - Fortaleza",http://linardphonesfortalezace.blogspot.com/,ChIJNcb4ARNNxwcReXIanR8Rt6o,"Rua Gomes Brasil, R. Cândido Holanda, 475 - Loja 02 - Parangaba, Fortaleza - CE, 60720-150",N/A,N/A,+55 85 98618-8210,5,16,-3.7718401999999998,-38.5695645,ceará
7,Regis Celular,,ChIJz2jI-kFKxwcR5h_wMki-xCo,"Av. Mozart Pinheiro de Lucena, 1417 - Vila Velha, Fortaleza - CE, 60347-445",N/A,N/A,,,,-3.7150923,-38.5946557,ceará
8,GT celulares (peças e serviços),,ChIJ7e0JfkFKxwcRYS2DS0ec1-o,"Av. Mozart Pinheiro de Lucena, 1643 - Vila Velha, Fortaleza - CE, 60347-440",N/A,N/A,+55 85 3284-2275,4.4,73,-3.7170286,-38.595215499999995,ceará
9,Casa Do Celular Caucaia,https://casadocelular.com.br/,ChIJF9ps_NG0wAcRcC_0yEFG1MQ,"Rua Coronel Correia, 2022 - Centro, Caucaia - CE, 61600-004",N/A,N/A,+55 85 3011-6551,2.9,83,-3.7353113999999996,-38.658722999999995,ceará
10,KS Comércio e Serv de Celulares,,ChIJYURyqHxMxwcRM91rhMRTmcA,"Av. Ministro Albuquerque Lima, 848 - Conj. Ceará, Fortaleza - CE, 60533-690",N/A,N/A,,,,-3.7707488999999996,-38.6053494,ceará
11,conserta smartphone,,ChIJc8cyTSRNxwcRrjmF_GCdvB8,"R. José Gáspar, 77 - João XXIII, Fortaleza - CE, 60720-250",N/A,N/A,+55 85 98729-1988,2.1,7,-3.7731317,-38.5878124,ceará
12,"Rodrigo Inforcell Assistencia Tecnica Especializada em Celulares,Tablets,Computadores e Notebooks",https://www.instagram.com/rodrigoinforcell/?hl=pt-br,ChIJ_2ovBjJMxwcRdxrWPqNCkrk,"R. Emílio Conde, 569 - Manuel Sátiro, Fortaleza - CE, 60713-070",N/A,N/A,+55 85 98602-6659,5,3,-3.79288,-38.579648999999996,ceará
13,Oficina do Celular,,ChIJV3YUYeRLxwcRFBe0xGVV76o,"Av. Senador Fernandes Távora, 942 - Jóquei Clube, Fortaleza - CE, 60510-111",N/A,N/A,+55 85 98422-0134,,,-3.7625873999999997,-38.5811493,ceará
14,Amorim Celulares,,ChIJBQheUYhLxwcRwCcDYOrhonc,"Rua Tenente Queiroz, 130 - Antônio Bezerra, Fortaleza - CE, 60360-170",N/A,N/A,+55 85 98796-7559,5,12,-3.7445625999999996,-38.587233999999995,ceará
15,Casa Do Celular,http://casadocelular.site/,ChIJWXnWkDVJxwcR3XMw4CKBkvY,"Av. Professor Gomes de Matos, 1207 - Montese, Fortaleza - CE, 60420-431",N/A,N/A,+55 85 98418-1010,1.4,5,-3.7631235,-38.5470766,ceará
16,Henrique Celulares,,ChIJD1S31r5OxwcREHQ5mfTkkKg,"R. Cônego Lima Sucupira, 1680 - Serrinha, Fortaleza - CE, 60741-255",N/A,N/A,+55 85 98835-7057,4.8,10,-3.7782247,-38.5504592,ceará
17,Matheus imports Acessórios para Celular,https://www.instagram.com/matheusimportsstore?igshid=YzVkODRmOTdmMw==,ChIJ7y1NYwhTxwcR5DC7efDiCQE,"Av. Contôrno Sul, 25 - Industrial, Maracanaú - CE, 61925-210",N/A,N/A,,4.8,6,-3.8418593,-38.585227599999996,ceará
18,Celular Outlet Fortaleza,http://www.xbfcelular.com.br/,ChIJl7cRFdpJxwcR9JjPTNZXQD0,"Av. Bezerra de Menezes, 1250 - sala 710 - São Gerardo, Fortaleza - CE, 60325-005",N/A,N/A,+55 85 99921-0204,4.8,274,-3.7334785,-38.5560196,ceará
19,Casa Do Celular,http://casadocelular.site/,ChIJq4lE8X5JxwcRp0Lnv9K1AIU,"NORTH SHOPPING FORTALEZA - Av. Bezerra de Menezes, 2450 - São Gerardo, Fortaleza - CE, 60325-002",N/A,N/A,+55 85 98418-1010,,,-3.7350578999999997,-38.5660305,ceará
20,"AtendTudo | Assistência Técnica em Celulares, Tabletes, Computadores e Notebooks",https://destaklocalmkt.my.canva.site/atendtudo,ChIJBT5V2ddNxwcRhgIyerpGnUI,"R. Benjamim Brasil, 437A - Jardim Cearense, Fortaleza - CE, 60780-711",N/A,N/A,+55 85 98818-2662,4.8,78,-3.8039886999999997,-38.569324099999996,ceará
1,Tech Solutions - Celulares e Computadores,http://wa.me/5585997049554,ChIJ4aazOX9MxwcRV8eIhWz4qD0,"Av. F, 335A - Conj. Ceará, Fortaleza - CE, 60533-641",N/A,N/A,+55 85 99704-9554,5,49,-3.7638274,-38.6065469,ceará
2,"Sua Case - Assistência técnica, Capas Personalizadas, (Acessórios para Celular, informática, games), Eletrônicos e Variedades",https://instagram.com/lojasuacase,ChIJi2VHCbCzwAcRVYyQ2yf4s4g,"Av. D, N° 108 - Nova Metrópole, Caucaia - CE, 61658-080",N/A,N/A,+55 85 99143-5443,5,18,-3.7675718999999996,-38.6564076,ceará
3,Inforcell técnico de informática e celular,https://www.instagram.com/infor_cell_/,ChIJWc0dSLNOxwcR7q9iwHcYXYA,"R. 1004, 116 - Conj. Ceará, Fortaleza - CE, 60532-620",N/A,N/A,+55 85 98600-0787,4.8,8,-3.7728397,-38.6183054,ceará
4,Alan celular,,ChIJ9_yXFEtNxwcRStxR3ro1RLQ,"R. Boa Vista, 791 - João XXIII, Fortaleza - CE, 60525-555",N/A,N/A,,5,6,-3.768458,-38.5873035,ceará
5,Casa do Celular - Via Sul,http://www.casadocelular.com.br/,ChIJb7Eu-AlFxwcR98NI1TGv0LU,"Av. Washington Soares, 4335 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-005",N/A,N/A,+55 85 98592-1601,2.4,31,-3.7946001999999996,-38.479570599999995,ceará
6,M&V CELULARES By: Márcio Uchoa,https://instagram.com/mev_celulares?igshid=MzRlODBiNWFlZA==,ChIJe6L79TROxwcROnu7N7_iETw,"R. Oito, 330 - Passaré, Fortaleza - CE, 60862-190",N/A,N/A,+55 85 99781-1348,4.9,38,-3.8183116,-38.529629799999995,ceará
7,Oficina do Celular,http://fb.com/oficinadocelular,ChIJ9fSvpD1TxwcRv80MNmB27wY,"R. Belém, 261 - Piratininga, Maracanaú - CE, 61905-210",N/A,N/A,+55 85 99229-8127,4,3,-3.8712036,-38.6266757,ceará
8,Moura Cell - Tudo para seu celular com o menor preço!!!,,ChIJ2Y3L6PdJxwcR_XbjTGG99V0,"Rua Tipógrafo Sales, 316 - Parquelândia, Fortaleza - CE, 60450-125",N/A,N/A,+55 85 99811-1990,5,4,-3.7385572999999996,-38.564698899999996,ceará
9,Phone Cell,,ChIJtTwXFu5OxwcRr5mtpU9DXoc,"esquina a - Rua caramuru, Av. Dr. Silas Munguba, 280 - Lj 01 - Serrinha, Fortaleza - CE, 60742-175",N/A,N/A,+55 85 3295-9446,4,90,-3.7896826,-38.54155,ceará
10,Iphone Cell,,ChIJIbjSSG1OxwcRIFOFw6a1Bic,"R. Vereadora Zélia Correia de Souza, 835 - Mondubim, Fortaleza - CE, 60761-515",N/A,N/A,+55 85 98890-8810,5,149,-3.8133315999999997,-38.5576594,ceará
11,Carlim Celular,,ChIJU-AapLKzwAcRbsKUdFUmmyA,"Av. C, 1 - apto 12B - Nova Metrópole, Caucaia - CE, 61658-070",N/A,N/A,+55 85 98808-4040,,,-3.7682946,-38.6568938,ceará
12,Léo iPhones Assistência Técnica de Celulares,https://instagram.com/leoiphones.ce?igshid=MzRlODBiNWFlZA==,ChIJ72fbCHJNxwcRwNVTWYMnJfM,"Rua Dr. João Amora, 649 - LOJA A - Manuel Sátiro, Fortaleza - CE, 60713-300",N/A,N/A,+55 85 99738-2243,5,8,-3.8001296,-38.5794347,ceará
13,XBF Celular Via Sul,https://linkr.bio/Xbfcelular,ChIJmbPwk_1FxwcRZxNFVsUZF1k,"Av. Washington Soares, 4335 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-005",N/A,N/A,+55 85 99955-1609,4.7,21,-3.7946074999999997,-38.4795714,ceará
14,Mobcell Cases - Acessórios para Smartphones e Tablets,,ChIJoVlO67xOxwcR7Bl7X1v1gus,"A - R. Padre Carlos Quixadá, 112 - Parangaba, Fortaleza - CE, 60740-540",N/A,N/A,+55 85 99740-6321,5,4,-3.7787507999999996,-38.5568358,ceará
15,Rk Celulares & Variedades,,ChIJ_6iEYBFTxwcR2rauygmMm1o,"Av. Marginal Nordeste, 200a - Conj. Jereissati 3, Pacatuba - CE, 61803-000",N/A,N/A,+55 85 98747-3074,4,1,-3.8910405,-38.6098334,ceará
16,4G assiste manutenção de celular e tablet,,ChIJv5EP9WtFxwcRRNsaSWMECpA,"R. Bill Cartaxo, 290 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-185",N/A,N/A,+55 85 98639-5426,,,-3.7909127999999996,-38.4745402,ceará
17,Rometec Celular,,ChIJQ6nc0LROxwcRXJWIZJBGZb4,"R. Alberto Magno, s/n - Montese, Fortaleza - CE, 60425-000",N/A,N/A,+55 85 98826-9167,4.1,40,-3.7659640999999997,-38.551066999999996,ceará
18,arthur celulares,,ChIJnXgtPf1NxwcR1rCTvrXaDiI,"Av. Maria Gomes de Sá, 830 - Mondubim, Fortaleza - CE, 60765-173",N/A,N/A,+55 85 99703-8073,,,-3.8272298,-38.578414599999995,ceará
19,Americanas,https://www.americanas.com.br/lojas-proximas/33014556000196/1130?ordenacao=topSelling&utm_medium=meunegocio&utm_source=google&utm_campaign=marca:acom;midia:meunegocio;formato:00;subformato:00;idcampanha:pacotelocal&epar=mn_00_00_go_pacotelocal,ChIJHXK5nZZMxwcRD5SR2QSi5Qo,"Av. São Vicente de Paula, 101 - Araturi, Caucaia - CE, 61655-000",N/A,N/A,,4.2,492,-3.7737781999999997,-38.628215,ceará
